curve_name,prime,order,algorithm,trial,secret,operations,additions,doublings,solved
p=1237,1237,108,Pollard Rho,3,73,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,3,73,253,188,65,True
p=1237,1237,108,Brute Force,4,103,102,101,1,True
p=1237,1237,108,Baby-Step Giant-Step,4,103,25,20,5,True
p=1237,1237,108,Pollard Rho,4,103,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,4,103,252,187,65,True
p=1237,1237,108,Brute Force,5,91,90,89,1,True
p=1237,1237,108,Baby-Step Giant-Step,5,91,24,19,5,True
p=1237,1237,108,Pollard Rho,5,91,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,5,91,252,187,65,True
p=1237,1237,108,Brute Force,6,54,53,52,1,True
p=1237,1237,108,Baby-Step Giant-Step,6,54,20,15,5,True
p=1237,1237,108,Pollard Rho,6,54,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,6,54,255,190,65,True
p=1237,1237,108,Brute Force,7,79,78,77,1,True
p=1237,1237,108,Baby-Step Giant-Step,7,79,23,18,5,True
p=1237,1237,108,Pollard Rho,7,79,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,7,79,252,187,65,True
p=1237,1237,108,Brute Force,8,15,14,13,1,True
p=1237,1237,108,Baby-Step Giant-Step,8,15,17,12,5,True
p=1237,1237,108,Pollard Rho,8,15,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,8,15,257,192,65,True
p=1237,1237,108,Brute Force,9,43,42,41,1,True
p=1237,1237,108,Baby-Step Giant-Step,9,43,19,14,5,True
p=1237,1237,108,Pollard Rho,9,43,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,9,43,254,189,65,True
p=1237,1237,108,Brute Force,10,84,83,82,1,True
p=1237,1237,108,Baby-Step Giant-Step,10,84,23,18,5,True
p=1237,1237,108,Pollard Rho,10,84,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,10,84,253,188,65,True
p=1237,1237,108,Brute Force,11,78,77,76,1,True
p=1237,1237,108,Baby-Step Giant-Step,11,78,23,18,5,True
p=1237,1237,108,Pollard Rho,11,78,176,78,98,True
p=1237,1237,108,Pollard Kangaroo,11,78,254,189,65,True
p=1237,1237,108,Brute Force,12,100,99,98,1,True
p=1237,1237,108,Baby-Step Giant-Step,12,100,25,20,5,True
p=1237,1237,108,Pollard Rho,12,100,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,12,100,252,187,65,True
p=1237,1237,108,Brute Force,13,30,29,28,1,True
p=1237,1237,108,Baby-Step Giant-Step,13,30,18,13,5,True
p=1237,1237,108,Pollard Rho,13,30,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,13,30,252,187,65,True
p=1237,1237,108,Brute Force,14,31,30,29,1,True
p=1237,1237,108,Baby-Step Giant-Step,14,31,18,13,5,True
p=1237,1237,108,Pollard Rho,14,31,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,14,31,257,192,65,True
p=1237,1237,108,Brute Force,15,60,59,58,1,True
p=1237,1237,108,Baby-Step Giant-Step,15,60,21,16,5,True
p=1237,1237,108,Pollard Rho,15,60,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,15,60,254,189,65,True
p=1237,1237,108,Brute Force,16,47,46,45,1,True
p=1237,1237,108,Baby-Step Giant-Step,16,47,20,15,5,True
p=1237,1237,108,Pollard Rho,16,47,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,16,47,256,191,65,True
p=1237,1237,108,Brute Force,17,18,17,16,1,True
p=1237,1237,108,Baby-Step Giant-Step,17,18,17,12,5,True
p=1237,1237,108,Pollard Rho,17,18,70,32,38,True
p=1237,1237,108,Pollard Kangaroo,17,18,256,191,65,True
p=1237,1237,108,Brute Force,18,26,25,24,1,True
p=1237,1237,108,Baby-Step Giant-Step,18,26,18,13,5,True
p=1237,1237,108,Pollard Rho,18,26,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,18,26,258,193,65,True
p=1237,1237,108,Brute Force,19,48,47,46,1,True
p=1237,1237,108,Baby-Step Giant-Step,19,48,20,15,5,True
p=1237,1237,108,Pollard Rho,19,48,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,19,48,257,192,65,True
p=1237,1237,108,Brute Force,20,64,63,62,1,True
p=1237,1237,108,Baby-Step Giant-Step,20,64,21,16,5,True
p=1237,1237,108,Pollard Rho,20,64,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,20,64,252,187,65,True
p=1237,1237,108,Brute Force,21,77,76,75,1,True
p=1237,1237,108,Baby-Step Giant-Step,21,77,22,17,5,True
p=1237,1237,108,Pollard Rho,21,77,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,21,77,254,189,65,True
p=1237,1237,108,Brute Force,22,81,80,79,1,True
p=1237,1237,108,Baby-Step Giant-Step,22,81,23,18,5,True
p=1237,1237,108,Pollard Rho,22,81,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,22,81,254,189,65,True
p=1237,1237,108,Brute Force,23,19,18,17,1,True
p=1237,1237,108,Baby-Step Giant-Step,23,19,17,12,5,True
p=1237,1237,108,Pollard Rho,23,19,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,23,19,253,188,65,True
p=1237,1237,108,Brute Force,24,34,33,32,1,True
p=1237,1237,108,Baby-Step Giant-Step,24,34,19,14,5,True
p=1237,1237,108,Pollard Rho,24,34,0,0,0,False
p=1237,1237,108,Pollard Kangaroo,24,34,256,191,65,True
p=1237,1237,108,Brute Force,25,50,49,48,1,True
p=1237,1237,108,Baby-Step Giant-Step,25,50,20,15,5,True
p=1237,1237,108,Pollard Rho,25,50,141,76,65,True
p=1237,1237,108,Pollard Kangaroo,25,50,255,190,65,True
p=1613,1613,546,Brute Force,1,346,345,344,1,True
p=1613,1613,546,Baby-Step Giant-Step,1,346,43,37,6,True
p=1613,1613,546,Pollard Rho,1,346,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,1,346,626,579,47,True
p=1613,1613,546,Brute Force,2,344,343,342,1,True
p=1613,1613,546,Baby-Step Giant-Step,2,344,43,37,6,True
p=1613,1613,546,Pollard Rho,2,344,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,2,344,597,550,47,True
p=1613,1613,546,Brute Force,3,477,476,475,1,True
p=1613,1613,546,Baby-Step Giant-Step,3,477,48,42,6,True
p=1613,1613,546,Pollard Rho,3,477,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,3,477,615,568,47,True
p=1613,1613,546,Brute Force,4,174,173,172,1,True
p=1613,1613,546,Baby-Step Giant-Step,4,174,36,30,6,True
p=1613,1613,546,Pollard Rho,4,174,676,394,282,True
p=1613,1613,546,Pollard Kangaroo,4,174,609,562,47,True
p=1613,1613,546,Brute Force,5,136,135,134,1,True
p=1613,1613,546,Baby-Step Giant-Step,5,136,34,28,6,True
p=1613,1613,546,Pollard Rho,5,136,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,5,136,598,551,47,True
p=1613,1613,546,Brute Force,6,340,339,338,1,True
p=1613,1613,546,Baby-Step Giant-Step,6,340,43,37,6,True
p=1613,1613,546,Pollard Rho,6,340,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,6,340,598,551,47,True
p=1613,1613,546,Brute Force,7,212,211,210,1,True
p=1613,1613,546,Baby-Step Giant-Step,7,212,37,31,6,True
p=1613,1613,546,Pollard Rho,7,212,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,7,212,602,555,47,True
p=1613,1613,546,Brute Force,8,68,67,66,1,True
p=1613,1613,546,Baby-Step Giant-Step,8,68,31,25,6,True
p=1613,1613,546,Pollard Rho,8,68,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,8,68,605,558,47,True
p=1613,1613,546,Brute Force,9,101,100,99,1,True
p=1613,1613,546,Baby-Step Giant-Step,9,101,33,27,6,True
p=1613,1613,546,Pollard Rho,9,101,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,9,101,600,553,47,True
p=1613,1613,546,Brute Force,10,178,177,176,1,True
p=1613,1613,546,Baby-Step Giant-Step,10,178,36,30,6,True
p=1613,1613,546,Pollard Rho,10,178,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,10,178,597,550,47,True
p=1613,1613,546,Brute Force,11,5,4,3,1,True
p=1613,1613,546,Baby-Step Giant-Step,11,5,29,23,6,True
p=1613,1613,546,Pollard Rho,11,5,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,11,5,613,566,47,True
p=1613,1613,546,Brute Force,12,155,154,153,1,True
p=1613,1613,546,Baby-Step Giant-Step,12,155,35,29,6,True
p=1613,1613,546,Pollard Rho,12,155,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,12,155,597,550,47,True
p=1613,1613,546,Brute Force,13,449,448,447,1,True
p=1613,1613,546,Baby-Step Giant-Step,13,449,47,41,6,True
p=1613,1613,546,Pollard Rho,13,449,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,13,449,597,550,47,True
p=1613,1613,546,Brute Force,14,242,241,240,1,True
p=1613,1613,546,Baby-Step Giant-Step,14,242,39,33,6,True
p=1613,1613,546,Pollard Rho,14,242,347,190,157,True
p=1613,1613,546,Pollard Kangaroo,14,242,604,557,47,True
p=1613,1613,546,Brute Force,15,359,358,357,1,True
p=1613,1613,546,Baby-Step Giant-Step,15,359,43,37,6,True
p=1613,1613,546,Pollard Rho,15,359,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,15,359,625,578,47,True
p=1613,1613,546,Brute Force,16,235,234,233,1,True
p=1613,1613,546,Baby-Step Giant-Step,16,235,38,32,6,True
p=1613,1613,546,Pollard Rho,16,235,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,16,235,607,560,47,True
p=1613,1613,546,Brute Force,17,84,83,82,1,True
p=1613,1613,546,Baby-Step Giant-Step,17,84,32,26,6,True
p=1613,1613,546,Pollard Rho,17,84,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,17,84,604,557,47,True
p=1613,1613,546,Brute Force,18,201,200,199,1,True
p=1613,1613,546,Baby-Step Giant-Step,18,201,37,31,6,True
p=1613,1613,546,Pollard Rho,18,201,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,18,201,608,561,47,True
p=1613,1613,546,Brute Force,19,292,291,290,1,True
p=1613,1613,546,Baby-Step Giant-Step,19,292,41,35,6,True
p=1613,1613,546,Pollard Rho,19,292,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,19,292,631,584,47,True
p=1613,1613,546,Brute Force,20,246,245,244,1,True
p=1613,1613,546,Baby-Step Giant-Step,20,246,39,33,6,True
p=1613,1613,546,Pollard Rho,20,246,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,20,246,601,554,47,True
p=1613,1613,546,Brute Force,21,473,472,471,1,True
p=1613,1613,546,Baby-Step Giant-Step,21,473,48,42,6,True
p=1613,1613,546,Pollard Rho,21,473,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,21,473,617,570,47,True
p=1613,1613,546,Brute Force,22,270,269,268,1,True
p=1613,1613,546,Baby-Step Giant-Step,22,270,40,34,6,True
p=1613,1613,546,Pollard Rho,22,270,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,22,270,597,550,47,True
p=1613,1613,546,Brute Force,23,494,493,492,1,True
p=1613,1613,546,Baby-Step Giant-Step,23,494,49,43,6,True
p=1613,1613,546,Pollard Rho,23,494,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,23,494,609,562,47,True
p=1613,1613,546,Brute Force,24,537,536,535,1,True
p=1613,1613,546,Baby-Step Giant-Step,24,537,51,45,6,True
p=1613,1613,546,Pollard Rho,24,537,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,24,537,602,555,47,True
p=1613,1613,546,Brute Force,25,447,446,445,1,True
p=1613,1613,546,Baby-Step Giant-Step,25,447,47,41,6,True
p=1613,1613,546,Pollard Rho,25,447,0,0,0,False
p=1613,1613,546,Pollard Kangaroo,25,447,616,569,47,True
p=1999,1999,488,Brute Force,1,340,339,338,1,True
p=1999,1999,488,Baby-Step Giant-Step,1,340,44,38,6,True
p=1999,1999,488,Pollard Rho,1,340,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,1,340,576,541,35,True
p=1999,1999,488,Brute Force,2,213,212,211,1,True
p=1999,1999,488,Baby-Step Giant-Step,2,213,39,33,6,True
p=1999,1999,488,Pollard Rho,2,213,158,96,62,True
p=1999,1999,488,Pollard Kangaroo,2,213,588,553,35,True
p=1999,1999,488,Brute Force,3,103,102,101,1,True
p=1999,1999,488,Baby-Step Giant-Step,3,103,34,28,6,True
p=1999,1999,488,Pollard Rho,3,103,252,160,92,True
p=1999,1999,488,Pollard Kangaroo,3,103,585,550,35,True
p=1999,1999,488,Brute Force,4,432,431,430,1,True
p=1999,1999,488,Baby-Step Giant-Step,4,432,48,42,6,True
p=1999,1999,488,Pollard Rho,4,432,247,131,116,True
p=1999,1999,488,Pollard Kangaroo,4,432,576,541,35,True
p=1999,1999,488,Brute Force,5,37,36,35,1,True
p=1999,1999,488,Baby-Step Giant-Step,5,37,31,25,6,True
p=1999,1999,488,Pollard Rho,5,37,52,27,25,True
p=1999,1999,488,Pollard Kangaroo,5,37,578,543,35,True
p=1999,1999,488,Brute Force,6,155,154,153,1,True
p=1999,1999,488,Baby-Step Giant-Step,6,155,36,30,6,True
p=1999,1999,488,Pollard Rho,6,155,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,6,155,576,541,35,True
p=1999,1999,488,Brute Force,7,155,154,153,1,True
p=1999,1999,488,Baby-Step Giant-Step,7,155,36,30,6,True
p=1999,1999,488,Pollard Rho,7,155,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,7,155,576,541,35,True
p=1999,1999,488,Brute Force,8,143,142,141,1,True
p=1999,1999,488,Baby-Step Giant-Step,8,143,36,30,6,True
p=1999,1999,488,Pollard Rho,8,143,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,8,143,587,552,35,True
p=1999,1999,488,Brute Force,9,70,69,68,1,True
p=1999,1999,488,Baby-Step Giant-Step,9,70,33,27,6,True
p=1999,1999,488,Pollard Rho,9,70,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,9,70,589,554,35,True
p=1999,1999,488,Brute Force,10,290,289,288,1,True
p=1999,1999,488,Baby-Step Giant-Step,10,290,42,36,6,True
p=1999,1999,488,Pollard Rho,10,290,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,10,290,577,542,35,True
p=1999,1999,488,Brute Force,11,339,338,337,1,True
p=1999,1999,488,Baby-Step Giant-Step,11,339,44,38,6,True
p=1999,1999,488,Pollard Rho,11,339,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,11,339,582,547,35,True
p=1999,1999,488,Brute Force,12,375,374,373,1,True
p=1999,1999,488,Baby-Step Giant-Step,12,375,46,40,6,True
p=1999,1999,488,Pollard Rho,12,375,333,204,129,True
p=1999,1999,488,Pollard Kangaroo,12,375,587,552,35,True
p=1999,1999,488,Brute Force,13,129,128,127,1,True
p=1999,1999,488,Baby-Step Giant-Step,13,129,35,29,6,True
p=1999,1999,488,Pollard Rho,13,129,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,13,129,583,548,35,True
p=1999,1999,488,Brute Force,14,270,269,268,1,True
p=1999,1999,488,Baby-Step Giant-Step,14,270,41,35,6,True
p=1999,1999,488,Pollard Rho,14,270,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,14,270,582,547,35,True
p=1999,1999,488,Brute Force,15,52,51,50,1,True
p=1999,1999,488,Baby-Step Giant-Step,15,52,32,26,6,True
p=1999,1999,488,Pollard Rho,15,52,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,15,52,576,541,35,True
p=1999,1999,488,Brute Force,16,254,253,252,1,True
p=1999,1999,488,Baby-Step Giant-Step,16,254,41,35,6,True
p=1999,1999,488,Pollard Rho,16,254,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,16,254,578,543,35,True
p=1999,1999,488,Brute Force,17,112,111,110,1,True
p=1999,1999,488,Baby-Step Giant-Step,17,112,34,28,6,True
p=1999,1999,488,Pollard Rho,17,112,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,17,112,584,549,35,True
p=1999,1999,488,Brute Force,18,457,456,455,1,True
p=1999,1999,488,Baby-Step Giant-Step,18,457,49,43,6,True
p=1999,1999,488,Pollard Rho,18,457,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,18,457,585,550,35,True
p=1999,1999,488,Brute Force,19,101,100,99,1,True
p=1999,1999,488,Baby-Step Giant-Step,19,101,34,28,6,True
p=1999,1999,488,Pollard Rho,19,101,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,19,101,585,550,35,True
p=1999,1999,488,Brute Force,20,402,401,400,1,True
p=1999,1999,488,Baby-Step Giant-Step,20,402,47,41,6,True
p=1999,1999,488,Pollard Rho,20,402,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,20,402,577,542,35,True
p=1999,1999,488,Brute Force,21,199,198,197,1,True
p=1999,1999,488,Baby-Step Giant-Step,21,199,38,32,6,True
p=1999,1999,488,Pollard Rho,21,199,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,21,199,585,550,35,True
p=1999,1999,488,Brute Force,22,91,90,89,1,True
p=1999,1999,488,Baby-Step Giant-Step,22,91,33,27,6,True
p=1999,1999,488,Pollard Rho,22,91,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,22,91,586,551,35,True
p=1999,1999,488,Brute Force,23,264,263,262,1,True
p=1999,1999,488,Baby-Step Giant-Step,23,264,41,35,6,True
p=1999,1999,488,Pollard Rho,23,264,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,23,264,579,544,35,True
p=1999,1999,488,Brute Force,24,436,435,434,1,True
p=1999,1999,488,Baby-Step Giant-Step,24,436,48,42,6,True
p=1999,1999,488,Pollard Rho,24,436,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,24,436,586,551,35,True
p=1999,1999,488,Brute Force,25,115,114,113,1,True
p=1999,1999,488,Baby-Step Giant-Step,25,115,34,28,6,True
p=1999,1999,488,Pollard Rho,25,115,0,0,0,False
p=1999,1999,488,Pollard Kangaroo,25,115,586,551,35,True
